 num     #instances         #bytes  class name (module)
23775:             1             16  com.intellij.ui.TreeSpeedSearch$$Lambda$2407/0x0000000801972840
23776:             1             16  com.intellij.ui.TreeUIHelperImpl
23777:             1             16  com.intellij.ui.components.BasicOptionButtonUI$Companion
23778:             1             16  com.intellij.ui.components.JBOptionButton$Companion
23779:             1             16  com.intellij.ui.components.JBPanelWithEmptyText$1$$Lambda$1238/0x0000000800f08840
23780:             1             16  com.intellij.ui.components.JBViewport$1
23781:             1             16  com.intellij.ui.components.MacScrollBarUI$1
23782:             1             16  com.intellij.ui.components.MacScrollBarUI$Style$1
23783:             1             16  com.intellij.ui.components.breadcrumbs.Breadcrumbs$1
23784:             1             16  com.intellij.ui.content.ContentFactoryImpl
23785:             1             16  com.intellij.ui.hover.ListHoverListener$1
23786:             1             16  com.intellij.ui.hover.TreeHoverListener$1
23787:             1             16  com.intellij.ui.jcef.JBCefBrowser$1
23788:             1             16  com.intellij.ui.jcef.JBCefSourceSchemeHandlerFactory
23789:             1             16  com.intellij.ui.jcef.JBCefStartup
23790:             1             16  com.intellij.ui.mac.MacDockDelegate
23791:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$$Lambda$287/0x000000080031b840
23792:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$$Lambda$288/0x000000080031bc40
23793:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$$Lambda$289/0x000000080031b040
23794:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$$Lambda$290/0x000000080031b440
23795:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$1
23796:             1             16  com.intellij.ui.mac.MacOSApplicationProvider$Worker$2
23797:             1             16  com.intellij.ui.mac.MacWinTabsHandler$$Lambda$1178/0x0000000800e24440
23798:             1             16  com.intellij.ui.mac.MacWinTabsHandler$2
23799:             1             16  com.intellij.ui.mac.MacWinTabsHandler$2$$Lambda$5457/0x0000000802da9c40
23800:             1             16  com.intellij.ui.mac.foundation.Foundation$1
23801:             1             16  com.intellij.ui.mac.foundation.MacUtil$ActivityImpl
23802:             1             16  com.intellij.ui.mac.touchbar.BarContainer$$Lambda$6145/0x00000008004cfc40
23803:             1             16  com.intellij.ui.mac.touchbar.ItemsContainer$$Lambda$6142/0x00000008004cf040
23804:             1             16  com.intellij.ui.mac.touchbar.NST$$Lambda$318/0x0000000800406040
23805:             1             16  com.intellij.ui.mac.touchbar.ProjectData$$Lambda$6141/0x00000008004fb440
23806:             1             16  com.intellij.ui.mac.touchbar.ProjectData$$Lambda$6146/0x00000008004cb840
23807:             1             16  com.intellij.ui.mac.touchbar.ProjectData$$Lambda$6147/0x00000008004cbc40
23808:             1             16  com.intellij.ui.mac.touchbar.TouchBar$$Lambda$2810/0x0000000801b9ec40
23809:             1             16  com.intellij.ui.mac.touchbar.TouchBar$$Lambda$2811/0x0000000801b9e040
23810:             1             16  com.intellij.ui.mac.touchbar.TouchBar$$Lambda$6143/0x00000008004cf440
23811:             1             16  com.intellij.ui.mac.touchbar.TouchBar$$Lambda$6144/0x00000008004cf840
23812:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$$Lambda$1140/0x0000000800df6040
23813:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$$Lambda$938/0x0000000800ac8040
23814:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$$Lambda$981/0x0000000800b56040
23815:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$$Lambda$982/0x0000000800b56440
23816:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$1
23817:             1             16  com.intellij.ui.mac.touchbar.TouchBarsManager$2
23818:             1             16  com.intellij.ui.messages.MacMessageManagerProviderImpl
23819:             1             16  com.intellij.ui.messages.NativeMacMessageManager$ALERT_DID_END$1
23820:             1             16  com.intellij.ui.messages.NativeMacMessageManager$SHOW_ALERT$1
23821:             1             16  com.intellij.ui.popup.AbstractPopup$$Lambda$1003/0x0000000800bf2c40
23822:             1             16  com.intellij.ui.popup.AbstractPopup$MyWindowListener
23823:             1             16  com.intellij.ui.popup.HintUpdateSupply$$Lambda$5973/0x0000000801ac8c40
23824:             1             16  com.intellij.ui.popup.PopupDispatcher
23825:             1             16  com.intellij.ui.popup.PopupFactoryImpl
23826:             1             16  com.intellij.ui.popup.PopupListAdapter$$Lambda$6028/0x000000080289e440
23827:             1             16  com.intellij.ui.scale.JBUIScale
23828:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda$230/0x00000008002a1440
23829:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda$231/0x00000008002a7840
23830:             1             16  com.intellij.ui.scale.JBUIScale$$Lambda$232/0x00000008002a7c40
23831:             1             16  com.intellij.ui.scale.JBUIScale$1
23832:             1             16  com.intellij.ui.scale.Scale$$Lambda$296/0x0000000800368440
23833:             1             16  com.intellij.ui.scale.UserScaleContext$$Lambda$732/0x00000008008c7840
23834:             1             16  com.intellij.ui.svg.SvgCacheManager$$Lambda$316/0x0000000800407440
23835:             1             16  com.intellij.ui.svg.SvgCacheManager$StoreErrorHandler
23836:             1             16  com.intellij.ui.svg.SvgPrebuiltCacheManager$$Lambda$300/0x0000000800389c40
23837:             1             16  com.intellij.ui.svg.SvgTranscoder$Companion
23838:             1             16  com.intellij.ui.svg.SvgTranscoder$Companion$iconMaxSize$2
23839:             1             16  com.intellij.ui.tabs.EditorTabColorProviderImpl
23840:             1             16  com.intellij.ui.tabs.FileColorsOptionsTopHitProvider
23841:             1             16  com.intellij.ui.tabs.JBTabPainter$Companion
23842:             1             16  com.intellij.ui.tabs.impl.ActionPanel$$Lambda$1700/0x000000080129e040
23843:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda$1504/0x0000000801135c40
23844:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$$Lambda$1834/0x00000008013df840
23845:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$4$$Lambda$4849/0x0000000802a59c40
23846:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$DefaultDecorator
23847:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$Toolbar$$Lambda$1696/0x000000080129f040
23848:             1             16  com.intellij.ui.tabs.impl.JBTabsImpl$Toolbar$$Lambda$1697/0x000000080129f440
23849:             1             16  com.intellij.ui.tabs.impl.SingleHeightTabs$Companion
23850:             1             16  com.intellij.ui.tabs.impl.ToolWindowTabPainter
23851:             1             16  com.intellij.ui.tabs.impl.themes.DebuggerTabTheme
23852:             1             16  com.intellij.ui.tabs.impl.themes.DefaultTabTheme
23853:             1             16  com.intellij.ui.tabs.impl.themes.ToolWindowTabTheme
23854:             1             16  com.intellij.ui.tabs.layout.TabsLayoutSettingsHolder$Companion
23855:             1             16  com.intellij.ui.tabs.layout.TabsLayoutSettingsManagerImpl
23856:             1             16  com.intellij.ui.tabs.layout.singleRowLayout.CompressibleSingleRowLayout$CompressibleSingleRowTabsLayoutInfo
23857:             1             16  com.intellij.ui.tabs.layout.tableLayout.TableLayoutInfo
23858:             1             16  com.intellij.ui.tree.AsyncTreeModel$$Lambda$2426/0x000000080198dc40
23859:             1             16  com.intellij.ui.tree.AsyncTreeModel$CommandQueue$$Lambda$5822/0x0000000802a12040
23860:             1             16  com.intellij.ui.tree.RestoreSelectionListener$$Lambda$6165/0x00000008001c8840
23861:             1             16  com.intellij.ui.tree.StructureTreeModel$$Lambda$2446/0x00000008019c7040
23862:             1             16  com.intellij.ui.tree.StructureTreeModel$$Lambda$3198/0x0000000801e97840
23863:             1             16  com.intellij.ui.tree.StructureTreeModel$Node$$Lambda$2566/0x0000000801a46840
23864:             1             16  com.intellij.ui.tree.StructureTreeModel$Node$$Lambda$4934/0x0000000802acb040
23865:             1             16  com.intellij.ui.tree.TreeCollector$VirtualFileRoots$$Lambda$2914/0x0000000801c34440
23866:             1             16  com.intellij.ui.tree.TreePathUtil$$Lambda$2568/0x0000000801a46040
23867:             1             16  com.intellij.ui.tree.TreePathUtil$$Lambda$2570/0x0000000801a45840
23868:             1             16  com.intellij.ui.tree.TreePathUtil$$Lambda$5852/0x000000080289e840
23869:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2358/0x000000080192ec40
23870:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2359/0x000000080192e040
23871:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2360/0x000000080192e440
23872:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2361/0x000000080192d840
23873:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2362/0x000000080192dc40
23874:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2363/0x000000080192d040
23875:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2364/0x000000080192d440
23876:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2365/0x000000080192c840
23877:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2366/0x000000080192cc40
23878:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2367/0x000000080192c040
23879:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2368/0x000000080192c440
23880:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2369/0x000000080192b840
23881:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2370/0x000000080192bc40
23882:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2371/0x000000080192b040
23883:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2372/0x000000080192b440
23884:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2373/0x000000080192a840
23885:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2374/0x000000080192ac40
23886:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2375/0x000000080192a040
23887:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2376/0x000000080192a440
23888:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2377/0x0000000801929840
23889:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2378/0x0000000801929c40
23890:             1             16  com.intellij.ui.tree.ui.TreeAction$$Lambda$2379/0x0000000801938040
23891:             1             16  com.intellij.uiDesigner.GuiFormFileType
23892:             1             16  com.intellij.uiDesigner.binding.FormClassIndex
23893:             1             16  com.intellij.uiDesigner.binding.FormClassIndex$MyDataIndexer
23894:             1             16  com.intellij.uiDesigner.binding.FormReferencesSearcher
23895:             1             16  com.intellij.uiDesigner.binding.FormRelatedFilesProvider
23896:             1             16  com.intellij.uiDesigner.binding.GeneratedCodeFoldingBuilder
23897:             1             16  com.intellij.uiDesigner.binding.UIDesignerImplicitUsageProvider
23898:             1             16  com.intellij.uiDesigner.editor.UIFormEditorProvider
23899:             1             16  com.intellij.uiDesigner.fileTemplate.CreateFormFromTemplateHandler
23900:             1             16  com.intellij.uiDesigner.inspections.DuplicateMnemonicInspection$$Lambda$3901/0x0000000802575040
23901:             1             16  com.intellij.uiDesigner.inspections.StringDescriptorInspection$1
23902:             1             16  com.intellij.uiDesigner.projectView.FormMoveProvider
23903:             1             16  com.intellij.uiDesigner.projectView.FormRenameHandler
23904:             1             16  com.intellij.uiDesigner.projectView.UIDesignerFavoriteNodeProvider
23905:             1             16  com.intellij.unscramble.UnscrambleListener
23906:             1             16  com.intellij.usageView.JavaUsageViewDescriptionProvider
23907:             1             16  com.intellij.usageView.UsageViewNodeTextLocation
23908:             1             16  com.intellij.usageView.UsageViewNodeTextLocation$$Lambda$5366/0x0000000802d37040
23909:             1             16  com.intellij.usageView.UsageViewShortNameLocation
23910:             1             16  com.intellij.usageView.UsageViewShortNameLocation$1
23911:             1             16  com.intellij.usageView.XmlUsageViewDescriptionProvider
23912:             1             16  com.intellij.usages.impl.UsageViewActionPromoter
23913:             1             16  com.intellij.usages.impl.UsageViewStatisticsCollector$Companion
23914:             1             16  com.intellij.util.AbstractQuery$$Lambda$3475/0x00000008020cfc40
23915:             1             16  com.intellij.util.AlarmFactory
23916:             1             16  com.intellij.util.ArrayUtil$$Lambda$267/0x0000000800318c40
23917:             1             16  com.intellij.util.ArrayUtil$$Lambda$268/0x0000000800319040
23918:             1             16  com.intellij.util.AstLoadingFilter$$Lambda$1615/0x000000080122f840
23919:             1             16  com.intellij.util.AstLoadingFilter$$Lambda$2437/0x000000080198a040
23920:             1             16  com.intellij.util.CachedValueStabilityChecker$$Lambda$1611/0x000000080122e440
23921:             1             16  com.intellij.util.CommonProcessors$$Lambda$2033/0x000000080156b040
23922:             1             16  com.intellij.util.CommonProcessors$$Lambda$2034/0x000000080156b440
23923:             1             16  com.intellij.util.Consumer$1
23924:             1             16  com.intellij.util.DefaultBundleService
23925:             1             16  com.intellij.util.DefaultBundleService$$Lambda$389/0x00000008004ccc40
23926:             1             16  com.intellij.util.EnvironmentUtil$StreamGobbler$1
23927:             1             16  com.intellij.util.Function$1
23928:             1             16  com.intellij.util.Function$2
23929:             1             16  com.intellij.util.Functions$4
23930:             1             16  com.intellij.util.Functions$5
23931:             1             16  com.intellij.util.Functions$6
23932:             1             16  com.intellij.util.IconUtil$$Lambda$716/0x00000008008a8040
23933:             1             16  com.intellij.util.IdempotenceChecker$$Lambda$1795/0x0000000801356440
23934:             1             16  com.intellij.util.IdempotenceChecker$$Lambda$1796/0x0000000801355840
23935:             1             16  com.intellij.util.LocaleSensitiveApplicationCacheService
23936:             1             16  com.intellij.util.LocaleSensitiveApplicationCacheService$$Lambda$1315/0x0000000800f8a040
23937:             1             16  com.intellij.util.NullableFunction$1
23938:             1             16  com.intellij.util.PairProcessor$$Lambda$2218/0x000000080175b440
23939:             1             16  com.intellij.util.PathsList$$Lambda$2824/0x0000000801bde840
23940:             1             16  com.intellij.util.PathsList$$Lambda$2825/0x0000000801bdec40
23941:             1             16  com.intellij.util.PathsList$$Lambda$2826/0x0000000801bde040
23942:             1             16  com.intellij.util.Processors$1
23943:             1             16  com.intellij.util.ReflectionAssignabilityCache
23944:             1             16  com.intellij.util.ReflectionAssignabilityCache$$Lambda$611/0x0000000800769440
23945:             1             16  com.intellij.util.ReflectionStartupUtil$$Lambda$1136/0x0000000800df7040
23946:             1             16  com.intellij.util.ReflectionUtil$MySecurityManager
23947:             1             16  com.intellij.util.SharedProcessingContext$$Lambda$3735/0x0000000802223040
23948:             1             16  com.intellij.util.SingleAlarmKt$sam$java_lang_Runnable$0
23949:             1             16  com.intellij.util.SmartList$$Lambda$264/0x0000000800318040
23950:             1             16  com.intellij.util.SofterReference$$Lambda$2113/0x000000080163fc40
23951:             1             16  com.intellij.util.Timed$$Lambda$930/0x0000000800a7a840
23952:             1             16  com.intellij.util.Urls
23953:             1             16  com.intellij.util.concurrency.AppDelayQueue$$Lambda$19/0x00000008000b6840
23954:             1             16  com.intellij.util.concurrency.BoundedTaskExecutor$$Lambda$91/0x0000000800198840
23955:             1             16  com.intellij.util.concurrency.EdtExecutorServiceImpl
23956:             1             16  com.intellij.util.concurrency.NonUrgentExecutor
23957:             1             16  com.intellij.util.concurrency.SameThreadExecutor
23958:             1             16  com.intellij.util.config.AbstractProperty$$Lambda$1821/0x00000008013c7040
23959:             1             16  com.intellij.util.config.AbstractProperty$AbstractPropertyContainer$1
23960:             1             16  com.intellij.util.containers.BidirectionalMap$$Lambda$1362/0x0000000800fec040
23961:             1             16  com.intellij.util.containers.CanonicalHashingStrategy
23962:             1             16  com.intellij.util.containers.CanonicalObjectStrategy
23963:             1             16  com.intellij.util.containers.CharTrie$$Lambda$3039/0x0000000801ca9440
23964:             1             16  com.intellij.util.containers.ConcurrentFactoryMap$$Lambda$1189/0x0000000800e6e840
23965:             1             16  com.intellij.util.containers.ConcurrentInstanceMap$$Lambda$617/0x000000080076ec40
23966:             1             16  com.intellij.util.containers.ConcurrentRefHashMap$$Lambda$256/0x00000008002fb840
23967:             1             16  com.intellij.util.containers.ConcurrentRefHashMap$2
23968:             1             16  com.intellij.util.containers.ConcurrentWeakKeySoftValueHashMap$$Lambda$1000/0x0000000800bf3040
23969:             1             16  com.intellij.util.containers.ContainerUtil$$Lambda$2157/0x0000000801695840
23970:             1             16  com.intellij.util.containers.ContainerUtil$13
23971:             1             16  com.intellij.util.containers.ContainerUtilRt$EmptyList
23972:             1             16  com.intellij.util.containers.DisposableWrapperList$$Lambda$5217/0x0000000802c8b040
23973:             1             16  com.intellij.util.containers.EmptyIterator
23974:             1             16  com.intellij.util.containers.EmptyListIterator
23975:             1             16  com.intellij.util.containers.FactoryMap$$Lambda$5375/0x0000000802d44040
23976:             1             16  com.intellij.util.containers.FastUtilCaseInsensitiveStringHashingStrategy
23977:             1             16  com.intellij.util.containers.FileCollectionFactory$1
23978:             1             16  com.intellij.util.containers.FileCollectionFactory$2
23979:             1             16  com.intellij.util.containers.IdentityHashingStrategy
23980:             1             16  com.intellij.util.containers.JBIterable$Empty
23981:             1             16  com.intellij.util.containers.JBIterator$2
23982:             1             16  com.intellij.util.containers.RecentStringInterner$$Lambda$372/0x0000000800486840
23983:             1             16  com.intellij.util.containers.ThreadLocalRandom$$Lambda$2631/0x0000000801a75840
23984:             1             16  com.intellij.util.containers.TransferToEDTQueue$1
23985:             1             16  com.intellij.util.containers.TreeTraversal$10
23986:             1             16  com.intellij.util.containers.TreeTraversal$11
23987:             1             16  com.intellij.util.containers.TreeTraversal$12
23988:             1             16  com.intellij.util.containers.TreeTraversal$13
23989:             1             16  com.intellij.util.containers.TreeTraversal$6
23990:             1             16  com.intellij.util.containers.TreeTraversal$7
23991:             1             16  com.intellij.util.containers.TreeTraversal$8
23992:             1             16  com.intellij.util.containers.TreeTraversal$9
23993:             1             16  com.intellij.util.containers.TreeTraversal$P$$Lambda$891/0x0000000800a22c40
23994:             1             16  com.intellij.util.containers.TreeTraversal$P$1
23995:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$247/0x00000008002f9040
23996:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$248/0x00000008002f9840
23997:             1             16  com.intellij.util.containers.UtilKt$concat$1
23998:             1             16  com.intellij.util.containers.UtilKt$getIfSingle$1
23999:             1             16  com.intellij.util.containers.UtilKt$getIfSingle$2
24000:             1             16  com.intellij.util.containers.WeakHashSet$$Lambda$4564/0x0000000802922440
24001:             1             16  com.intellij.util.containers.WeakHashSet$$Lambda$4565/0x0000000802921840
24002:             1             16  com.intellij.util.containers.hash.EqualityPolicy$1
24003:             1             16  com.intellij.util.containers.hash.EqualityPolicy$2
24004:             1             16  com.intellij.util.diff.DiffTree$1
24005:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda$309/0x00000008003cd840
24006:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda$93/0x0000000800199440
24007:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda$94/0x000000080019f840
24008:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda$95/0x000000080019fc40
24009:             1             16  com.intellij.util.execution.ParametersListUtil$$Lambda$96/0x000000080019f040
24010:             1             16  com.intellij.util.gist.GistManagerImpl
24011:             1             16  com.intellij.util.gist.GistManagerImpl$MyBulkFileListener
24012:             1             16  com.intellij.util.gist.GistManagerImpl$MyBulkFileListener$$Lambda$2895/0x0000000801c21840
24013:             1             16  com.intellij.util.gist.PsiFileGistImpl$$Lambda$3676/0x00000008021cc440
24014:             1             16  com.intellij.util.gist.VirtualFileGistImpl$$Lambda$3679/0x00000008021cb040
24015:             1             16  com.intellij.util.graph.impl.GraphAlgorithmsImpl
24016:             1             16  com.intellij.util.indexing.AdditionalIndexableFileSet$$Lambda$1871/0x0000000801419440
24017:             1             16  com.intellij.util.indexing.ChangedFilesCollector$$Lambda$2866/0x0000000801c18440
24018:             1             16  com.intellij.util.indexing.CorruptionMarker
24019:             1             16  com.intellij.util.indexing.FileBasedIndexDataInitialization$$Lambda$526/0x00000008005c2840
24020:             1             16  com.intellij.util.indexing.FileBasedIndexDataInitialization$MyApplicationListener
24021:             1             16  com.intellij.util.indexing.FileBasedIndexEx$$Lambda$4267/0x00000008027de840
24022:             1             16  com.intellij.util.indexing.FileBasedIndexEx$$Lambda$4424/0x000000080285d040
24023:             1             16  com.intellij.util.indexing.FileBasedIndexEx$$Lambda$507/0x000000080058cc40
24024:             1             16  com.intellij.util.indexing.FileBasedIndexFileTypeListener
24025:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda$3142/0x0000000801d70c40
24026:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda$4689/0x00000008029ca440
24027:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda$4690/0x00000008029ca840
24028:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda$508/0x000000080058b840
24029:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$$Lambda$509/0x000000080058bc40
24030:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$1
24031:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$2
24032:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$3
24033:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$4
24034:             1             16  com.intellij.util.indexing.FileBasedIndexImpl$MyShutDownTask
24035:             1             16  com.intellij.util.indexing.FileBasedIndexTreeChangePreprocessor$vfsEventsMerger$2
24036:             1             16  com.intellij.util.indexing.FileContentImpl$$Lambda$4380/0x000000080283b040
24037:             1             16  com.intellij.util.indexing.IdIterator$1
24038:             1             16  com.intellij.util.indexing.IndexConfiguration$$Lambda$580/0x0000000800631440
24039:             1             16  com.intellij.util.indexing.IndexVersionRegistrationSink$$Lambda$719/0x00000008008af040
24040:             1             16  com.intellij.util.indexing.IndexVersionRegistrationSink$$Lambda$721/0x00000008008ae840
24041:             1             16  com.intellij.util.indexing.IndexVersionRegistrationSink$$Lambda$722/0x00000008008aec40
24042:             1             16  com.intellij.util.indexing.IndexVersionRegistrationSink$$Lambda$827/0x0000000800945440
24043:             1             16  com.intellij.util.indexing.IndexableSetContributorModificationTracker$$Lambda$2909/0x0000000801c26040
24044:             1             16  com.intellij.util.indexing.IndexedFilesListener$$Lambda$828/0x0000000800944840
24045:             1             16  com.intellij.util.indexing.IndexedFilesListener$$Lambda$829/0x0000000800944c40
24046:             1             16  com.intellij.util.indexing.IndexedFilesListener$$Lambda$831/0x0000000800944440
24047:             1             16  com.intellij.util.indexing.IndexingStamp$IndexVersionDiff$1
24048:             1             16  com.intellij.util.indexing.LightDirectoryIndex$1
24049:             1             16  com.intellij.util.indexing.LightDirectoryIndex$2
24050:             1             16  com.intellij.util.indexing.PerIndexDocumentVersionMap
24051:             1             16  com.intellij.util.indexing.ProjectFileBasedIndexStartupActivity
24052:             1             16  com.intellij.util.indexing.ProjectFileBasedIndexStartupActivity$1
24053:             1             16  com.intellij.util.indexing.StorageGuard$1
24054:             1             16  com.intellij.util.indexing.StorageGuard$2
24055:             1             16  com.intellij.util.indexing.UnindexedFilesFinder$$Lambda$2743/0x0000000801b20440
24056:             1             16  com.intellij.util.indexing.UnindexedFilesFinder$$Lambda$2744/0x0000000801b20840
24057:             1             16  com.intellij.util.indexing.UnindexedFilesUpdater$$Lambda$2736/0x0000000801b14840
24058:             1             16  com.intellij.util.indexing.UnindexedFilesUpdater$$Lambda$2740/0x0000000801b13840
24059:             1             16  com.intellij.util.indexing.UnindexedFilesUpdater$$Lambda$3057/0x0000000801cf0440
24060:             1             16  com.intellij.util.indexing.VfsEventsMerger$$Lambda$2853/0x0000000801bfb840
24061:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper
24062:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$ProjectIndexingHistoryListener$Companion
24063:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$dumpProjectIndexingHistoryToLogSubdirectory$1$2
24064:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$dumpProjectIndexingHistoryToLogSubdirectory$survivedHistories$1$1
24065:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$indexingDiagnosticDir$2
24066:             1             16  com.intellij.util.indexing.diagnostic.IndexDiagnosticDumper$jacksonMapper$2
24067:             1             16  com.intellij.util.indexing.diagnostic.dto.JsonIndexDiagnostic$Companion
24068:             1             16  com.intellij.util.indexing.diagnostic.dto.JsonIndexDiagnosticAppInfo$Companion
24069:             1             16  com.intellij.util.indexing.diagnostic.dto.JsonRuntimeInfo$Companion
24070:             1             16  com.intellij.util.indexing.impl.InputData
24071:             1             16  com.intellij.util.indexing.impl.ValueContainerImpl$$Lambda$3155/0x0000000801db5c40
24072:             1             16  com.intellij.util.indexing.impl.ValueContainerImpl$3
24073:             1             16  com.intellij.util.indexing.impl.ValueContainerImpl$EmptyValueIterator
24074:             1             16  com.intellij.util.indexing.impl.ValueContainerInputRemapping$$Lambda$567/0x0000000800637c40
24075:             1             16  com.intellij.util.indexing.impl.storage.KeyHashLog$$Lambda$4528/0x0000000802916440
24076:             1             16  com.intellij.util.indexing.impl.storage.KeyHashLog$IntPairInArrayKeyDescriptor
24077:             1             16  com.intellij.util.indexing.roots.AdditionalFilesContributor
24078:             1             16  com.intellij.util.indexing.roots.AdditionalLibraryRootsContributor
24079:             1             16  com.intellij.util.indexing.roots.AdditionalLibraryRootsContributor$getOwnFilePredicate$1
24080:             1             16  com.intellij.util.indexing.roots.DefaultProjectIndexableFilesContributor
24081:             1             16  com.intellij.util.indexing.roots.IndexableFilesIterationMethods
24082:             1             16  com.intellij.util.indexing.snapshot.SnapshotHashEnumeratorService$1
24083:             1             16  com.intellij.util.indexing.snapshot.SnapshotHashEnumeratorService$Companion
24084:             1             16  com.intellij.util.io.BaseDataReader$SleepingPolicy$1
24085:             1             16  com.intellij.util.io.BaseDataReader$SleepingPolicy$2
24086:             1             16  com.intellij.util.io.BooleanDataDescriptor
24087:             1             16  com.intellij.util.io.ByteSequenceDataExternalizer
24088:             1             16  com.intellij.util.io.CompressedAppendableFile$FileChunkReadCache$$Lambda$2756/0x0000000801b26040
24089:             1             16  com.intellij.util.io.DigestUtil
24090:             1             16  com.intellij.util.io.DigestUtil$md5$2
24091:             1             16  com.intellij.util.io.DigestUtil$random$2
24092:             1             16  com.intellij.util.io.DigestUtil$sha1$2
24093:             1             16  com.intellij.util.io.DigestUtil$sha256$2
24094:             1             16  com.intellij.util.io.DigestUtil$sha512$2
24095:             1             16  com.intellij.util.io.EnumeratorIntegerDescriptor
24096:             1             16  com.intellij.util.io.EnumeratorStringDescriptor$EnumeratorStringDescriptorImpl
24097:             1             16  com.intellij.util.io.HttpUrlConnectionUtil
24098:             1             16  com.intellij.util.io.IOUtil$$Lambda$5546/0x0000000802e2fc40
24099:             1             16  com.intellij.util.io.IOUtil$1
24100:             1             16  com.intellij.util.io.Page$$Lambda$370/0x0000000800487840
24101:             1             16  com.intellij.util.io.PagedFileStorage$$Lambda$368/0x0000000800480840
24102:             1             16  com.intellij.util.io.PersistentHashMap$5
24103:             1             16  com.intellij.util.io.PersistentHashMapValueStorage$CreationTimeOptions$1
24104:             1             16  com.intellij.util.io.RandomAccessDataFile$$Lambda$2907/0x0000000801c26840
24105:             1             16  com.intellij.util.io.RandomAccessDataFile$$Lambda$406/0x00000008004fa840
24106:             1             16  com.intellij.util.io.StorageLock$$Lambda$644/0x00000008007a7440
24107:             1             16  com.intellij.util.io.SuperUserStatus
24108:             1             16  com.intellij.util.io.SuperUserStatus$isSuperUser$2
24109:             1             16  com.intellij.util.io.UnixUserStatus
24110:             1             16  com.intellij.util.io.VoidDataExternalizer
24111:             1             16  com.intellij.util.io.externalizer.StringCollectionExternalizer$$Lambda$578/0x0000000800631c40
24112:             1             16  com.intellij.util.io.jackson.IntelliJPrettyPrinter$Companion
